entity_id	valid	rejected	polled	electors	SLPP	SJB	JJB	ITAK	UNP	AITC	OPPP	TMVP	SLFP	EPDP	MNA	TMTK	ACMC	NC	SLMC	UPA	AITM	IND01_D04	IND01_D06	IND05_D10	JSWP	FSP	IND11_D04	SDPT	TULF	SPS	JSP	IND01_D03	IND04_D02	IND02_D10	SJP	NEWDF	ULF	IND05_D03	LP	IND08_D06	NPP	DUNF	IND02_D19	NDF	IND10_D06	IND09_D10	IND01_D11	SLLP	IND06_D21	DLF	IND03_D05	IND10_D15	IND03_D11	IND07_D08	IND02_D15	IND08_D10	IND07_D01	IND03_D19	IND09_D02	IND17_D01	IND04_D06	IND04_D14	IND09_D17	IND02_D21	NSU	IND09_D11	IND10_D12	IND02_D06	IND02_D01	USP	IND19_D01	IND01_D16	IND14_D10	MJP	IND01_D17	IND20_D11	EDF	IND05_D11	IND14_D12	IND06_D06	IND18_D02	IND06_D04	IND08_D01	IND12_D03	IND06_D12	IND04_D10	IND19_D12	SEP	IND12_D07	IND02_D04	LSSP	IND22_D11	IND24_D13	IND07_D22	IND09_D19	IND10_D01	IND11_D02	IND22_D12	IND11_D01	IND02_D03	IND01_D09	OWORS	IND12_D06	IND07_D10	IND17_D12	IND13_D01	IND14_D14	IND01_D21	IND05_D17	IND24_D11	IND15_D01	IND13_D02	IND10_D04	IND04_D13	IND03_D20	IND03_D15	IND03_D02	IND09_D13	IND26_D13	IND15_D11	IND02_D07	IND12_D13	IND27_D13	IND03_D18	IND24_D01	IND05_D01	IND03_D06	IND10_D17	IND10_D05	IND04_D17	IND05_D05	IND07_D11	IND12_D04	IND01_D01	IND28_D11	IND13_D03	IND03_D10	IND18_D13	IND06_D05	IND13_D07	IND15_D02	IND12_D19	IND02_D14	IND07_D06	IND10_D19	IND01_D15	IND07_D04	IND02_D11	IND09_D12	IND07_D05	IND09_D15	IND09_D16	IND03_D01	IND10_D11	IND25_D01	IND05_D19	IND07_D15	IND13_D06	IND07_D09	IND04_D01	IND05_D21	IND01_D07	IND04_D21	IND26_D01	IND09_D01	IND11_D19	IND11_D06	IND05_D06	IND03_D03	IND03_D22	IND20_D01	IND01_D22	IND07_D17	IND06_D01	IND14_D02	IND25_D11	IND02_D20	IND04_D16	IND06_D13	IND04_D08	IND01_D14	IND03_D04	IND18_D12	IND17_D02	IND18_D11	IND19_D11	IND08_D15	IND06_D17	IND21_D01	IND08_D05	IND12_D02	IND04_D20	IND01_D20	IND01_D19	IND04_D03	IND05_D22	IND12_D10	IND04_D19	IND06_D02	IND16_D16	IND07_D20	IND01_D10	IND12_D01	IND06_D10	IND15_D12	IND01_D18	IND14_D11	IND11_D07	IND05_D02	IND20_D13	IND07_D03	IND01_D05	IND11_D13	IND08_D11	IND08_D03	IND11_D16	IND03_D17	IND10_D14	IND06_D08	IND08_D13	IND34_D13	IND10_D02	IND05_D09	IND03_D21	IND17_D13	IND09_D04	IND04_D22	IND02_D02	IND01_D02	IND05_D04	IND02_D17	IND22_D01	IND08_D09	IND05_D08	IND08_D17	IND27_D11	IND07_D12	IND20_D12	IND08_D07	IND02_D13	IND16_D02	IND07_D02	IND06_D19	IND10_D03	IND06_D22	IND13_D10	IND04_D11	IND18_D01	IND07_D18	IND10_D13	IND14_D13	IND10_D10	IND05_D20	IND06_D20	DUA	IND08_D19	IND15_D16	IND19_D16	IND08_D04	IND11_D11	IND09_D06	IND09_D03	IND11_D03	IND04_D04	IND04_D15	IND02_D05	IND09_D05	IND11_D14	IND09_D20	IND14_D16	IND04_D07	IND05_D07	IND08_D12	IND07_D19	IND11_D10	IND17_D16	IND02_D22	IND08_D18	IND16_D12	IND21_D11	IND06_D07	IND06_D18	IND06_D15	IND05_D15	IND23_D11	IND05_D14	IND08_D20	IND10_D16	IND04_D05	IND10_D07	IND07_D07	IND13_D12	IND09_D07	IND04_D12	IND12_D16	IND08_D14	IND21_D13	IND14_D01	IND02_D16	IND08_D02	IND03_D07	IND16_D11	IND06_D03	IND16_D01	IND02_D09	IND26_D11	IND03_D12	IND07_D13	IND18_D16	IND13_D14	IND07_D16	IND06_D09	IND02_D12	IND03_D08	IND01_D12	IND28_D13	IND04_D18	IND03_D14	IND12_D11	IND07_D14	IND33_D13	IND03_D16	IND05_D13	IND15_D13	IND23_D01	IND01_D08	IND31_D13	IND12_D12	IND13_D11	IND02_D08	IND04_D09	IND19_D13	IND05_D16	IND13_D13	IND22_D13	IND03_D09	IND05_D18	IND23_D13	IND29_D13	IND25_D13	IND08_D16	IND06_D11	IND02_D18	IND30_D13	IND12_D14	IND13_D16	IND06_D16	IND01_D13	IND06_D14	IND16_D13	IND17_D11	IND05_D12	IND21_D12	IND11_D12	IND03_D13	IND32_D13	IND09_D14
EC-04E	34626.00000000001	3261.999999999999	37888.000000000015	48329.00000000001	20486.000000000004	10390.999999999998	600.9999999999998	0	634.9999999999999	0	113.99999999999999	0	0	0	0	0	0	0	0	0	0	1595.0000000000007	0	0	101.0	28.999999999999993	127.00000000000003	0	0	59.00000000000001	54.99999999999999	0	0	0	12.999999999999998	0	0	0	0	0	29.999999999999996	21.99999999999999	0	35.99999999999999	0	0	0	25.000000000000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	12.000000000000005	0	0	0	0	0	0	0	48.00000000000002	0	0	0	0	0	0	0	35.99999999999999	0	0	0	0	0	0	0	0	0	0	0	21.99999999999999	0	0	0	0	0	0	0	0	0	0	34.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.999999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	29.999999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.999999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.000000000000004	0	0	0	6.999999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.999999999999993	0	0	0	0	6.000000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-04F	69774.0	4743.000000000001	74517.0	99505.99999999999	40939.0	18707.0	2528.000000000001	0	1555.0	0	572.0	0	0	0	0	0	0	0	0	0	0	4401.0	0	0	173.99999999999994	54.00000000000001	189.0	0	0	61.00000000000001	54.99999999999998	0	0	0	32.000000000000014	0	0	0	0	0	46.999999999999986	39.0	0	42.00000000000001	0	0	0	28.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.000000000000004	0	0	0	0	0	0	0	0	21.000000000000004	0	0	0	0	0	0	0	64.00000000000003	0	0	0	0	0	0	0	61.00000000000001	0	0	0	0	0	0	0	0	0	0	0	32.000000000000014	0	0	0	0	0	0	0	0	0	0	37.000000000000014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.000000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	21.000000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0	0	0	0	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.000000000000001	0	0	0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-04G	49693.0	4438.000000000001	54131.00000000001	70372.99999999999	27732.999999999993	16963.000000000004	594.0	0	1437.0000000000005	0	438.99999999999994	0	0	0	0	0	0	0	0	0	0	1363.0000000000002	0	0	140.00000000000003	29.99999999999999	378.00000000000006	0	0	56.00000000000002	79.00000000000001	0	0	0	58.99999999999998	0	0	0	0	0	42.00000000000001	12.999999999999998	0	29.99999999999999	0	0	0	31.999999999999993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.0	0	0	0	0	0	0	0	0	14.000000000000005	0	0	0	0	0	0	0	56.00000000000002	0	0	0	0	0	0	0	56.00000000000002	0	0	0	0	0	0	0	0	0	0	0	20.000000000000004	0	0	0	0	0	0	0	0	0	0	33.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.999999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	29.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.999999999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.000000000000005	0	0	0	7.999999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.000000000000003	0	0	0	0	15.999999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-04H	56369.0	3061.0	59430.0	83714.99999999999	32433.000000000007	15501.999999999998	2890.0000000000005	0	1665.0	0	618.0000000000001	0	0	0	0	0	0	0	0	0	0	2221.0000000000005	0	0	142.0	28.999999999999993	322.99999999999994	0	0	59.99999999999999	34.00000000000001	0	0	0	40.00000000000001	0	0	0	0	0	31.0	16.0	0	23.000000000000004	0	0	0	27.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.000000000000004	0	0	0	0	0	0	0	0	14.999999999999998	0	0	0	0	0	0	0	109.0	0	0	0	0	0	0	0	28.0	0	0	0	0	0	0	0	0	0	0	0	32.0	0	0	0	0	0	0	0	0	0	0	31.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.999999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.000000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0	0	0	0	11.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.999999999999999	0	0	0	0	2.9999999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-04I	27096.0	1167.0	28263.0	40471.00000000001	13337.0	9366.0	1339.0	0	1233.9999999999998	0	310.99999999999994	0	0	0	0	0	0	0	0	0	0	698.0000000000001	0	0	73.99999999999999	11.999999999999996	318.00000000000006	0	0	21.0	16.000000000000004	0	0	0	17.0	0	0	0	0	0	20.000000000000004	11.000000000000002	0	9.000000000000002	0	0	0	11.999999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.000000000000004	0	0	0	0	0	0	0	0	1.0000000000000002	0	0	0	0	0	0	0	196.00000000000003	0	0	0	0	0	0	0	14.000000000000002	0	0	0	0	0	0	0	0	0	0	0	11.999999999999996	0	0	0	0	0	0	0	0	0	0	7.000000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.000000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.000000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.000000000000001	0	0	0	11.000000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.000000000000001	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-04J	57863.0	2779.0000000000005	60642.00000000003	81284.00000000001	38838.99999999999	12531.999999999996	1831.0	0	1257.0	0	567.0000000000001	0	0	0	0	0	0	0	0	0	0	2000.0000000000002	0	0	127.99999999999997	36.0	225.99999999999997	0	0	52.000000000000014	56.0	0	0	0	15.999999999999996	0	0	0	0	0	39.0	13.000000000000004	0	38.0	0	0	0	20.999999999999996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.0	0	0	0	0	0	0	0	0	15.999999999999996	0	0	0	0	0	0	0	7.999999999999998	0	0	0	0	0	0	0	33.0	0	0	0	0	0	0	0	0	0	0	0	23.000000000000004	0	0	0	0	0	0	0	0	0	0	31.999999999999993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.000000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.000000000000001	0	0	0	14.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-04K	60818.99999999996	3723.999999999999	64542.99999999996	84711.00000000001	35786.00000000001	17732.0	1753.0000000000007	0	1566.9999999999993	0	435.9999999999999	0	0	0	0	0	0	0	0	0	0	2142.0000000000005	0	0	122.00000000000001	99.00000000000004	580.0	0	0	54.99999999999999	67.00000000000003	0	0	0	30.000000000000004	0	0	0	0	0	73.99999999999999	18.0	0	43.00000000000002	0	0	0	31.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.0	0	0	0	0	0	0	0	0	10.000000000000002	0	0	0	0	0	0	0	14.0	0	0	0	0	0	0	0	68.0	0	0	0	0	0	0	0	0	0	0	0	35.0	0	0	0	0	0	0	0	0	0	0	36.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.000000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	27.000000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.999999999999991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.000000000000001	0	0	0	7.999999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.999999999999996	0	0	0	0	5.000000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-04L	76308.0	6884.999999999997	83193.00000000001	107217.00000000007	41759.00000000001	26331.000000000004	1275.9999999999995	0	1936.9999999999995	0	406.00000000000017	0	0	0	0	0	0	0	0	0	0	2101.0000000000005	0	0	208.0	48.00000000000001	1381.9999999999995	0	0	90.0	114.00000000000003	0	0	0	31.0	0	0	0	0	0	48.00000000000001	40.0	0	38.00000000000001	0	0	0	54.00000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.000000000000007	0	0	0	0	0	0	0	0	15.999999999999996	0	0	0	0	0	0	0	46.00000000000001	0	0	0	0	0	0	0	90.0	0	0	0	0	0	0	0	0	0	0	0	43.0	0	0	0	0	0	0	0	0	0	0	47.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	46.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.000000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.000000000000004	0	0	0	12.000000000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.999999999999996	0	0	0	0	10.999999999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-04M	71207.0	6052.999999999999	77260.00000000001	98425.00000000001	43628.999999999985	21533.0	1430.9999999999998	0	1326.9999999999995	0	425.0	0	0	0	0	0	0	0	0	0	0	1269.0000000000005	0	0	251.99999999999997	62.99999999999999	315.0	0	0	108.99999999999997	99.00000000000001	0	0	0	61.0	0	0	0	0	0	68.99999999999999	26.0	0	66.99999999999999	0	0	0	58.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.0	0	0	0	0	0	0	0	0	24.000000000000007	0	0	0	0	0	0	0	66.99999999999999	0	0	0	0	0	0	0	101.00000000000001	0	0	0	0	0	0	0	0	0	0	0	40.999999999999986	0	0	0	0	0	0	0	0	0	0	47.000000000000014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.999999999999986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.999999999999996	0	0	0	13.999999999999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.000000000000004	0	0	0	0	10.999999999999995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-04P	50122	2220	52342	54052	35372	8511	2935	0	1409	0	433	0	0	0	0	0	0	0	0	0	0	814	0	0	47	51	201	0	0	10	18	0	0	0	51	0	0	0	0	0	24	28	0	15	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-05	288072.9999999997	24503.0	312576.0	407568.99999999936	188779.0	73955.00000000003	7542.000000000002	0	6592.000000000001	0	3983.9999999999986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278.0000000000003	0	0	0	348.0	307.9999999999998	0	0	0	305.99999999999994	0	0	0	171.0000000000001	0	151.9999999999999	182.00000000000003	0	0	0	0	0	225.00000000000014	0	0	2904.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448.00000000000034	0	428.00000000000034	0	0	0	0	0	0	0	359.00000000000006	0	0	0	0	0	0	0	0	0	0	330.0000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239.00000000000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124.99999999999993	122.99999999999987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.00000000000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-05A	93705.99999999996	7874.999999999995	101581.00000000003	134442.99999999997	65667.00000000003	20344.000000000022	2326.0	0	2783.0	0	998.9999999999989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.99999999999999	0	0	0	130.00000000000003	84.99999999999999	0	0	0	38.99999999999999	0	0	0	43.00000000000003	0	58.000000000000014	40.99999999999997	0	0	0	0	0	73.99999999999997	0	0	430.0000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.0	0	137.00000000000003	0	0	0	0	0	0	0	77.00000000000001	0	0	0	0	0	0	0	0	0	0	29.000000000000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.00000000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.0	26.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.999999999999993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EC-05B	51202.00000000002	4434.999999999999	55636.999999999985	70392.00000000003	35967.000000000015	12529.000000000002	833.0	0	669.0000000000005	0	376.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.0	0	0	0	66.99999999999999	62.99999999999999	0	0	0	34.000000000000014	0	0	0	49.000000000000014	0	33.00000000000001	42.99999999999999	0	0	0	0	0	47.0	0	0	29.999999999999986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.00000000000003	0	88.00000000000001	0	0	0	0	0	0	0	63.99999999999996	0	0	0	0	0	0	0	0	0	0	23.999999999999993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.99999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.999999999999993	21.000000000000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.999999999999986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
